Personnel_No,Personnel_Subarea,Personnel_Area,Cost_Ctr,Cost_Center,Gender_Key,Job_Position,Entry,Leaving_date/Today,Birth_date,length_of_service,Age,Status
60001561,Somersworth,US-NH-Somersworth-CT Tpol,2301202050,Ext Asse. Labor AIS,Male,Temporary / Contingent,14-03-2016,07-04-2017,01-10-1980,1,37,Terminated
60001565,Rochester Hills,US-MI-Rochester-CT Parker,860111472,EDT Eng.,Male,Sr Staff Mechanical Engineer,04-04-2016,15-05-2017,01-09-1984,1,33,Terminated
60001571,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12250,MV Pass/LT F.F.,Male,Rework/Repair Operator Final Finish MVN-,08-04-2016,27-04-2017,12-08-1982,1,35,Terminated
60001578,Morganton,US-NC-Morganton-CAS Inc.,161159,Fin. Ably MK100 MOD9,unknown,Temporary / Contingent,07-04-2016,20-03-2017,,0,117,Terminated
60001588,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,22060,MV CF Tire Assem PLT,Male,Truck Operator MVN-002,11-07-2016,12-02-2017,19-09-1994,0,23,Terminated
60001693,Somersworth,US-NH-Somersworth-CT Tpol,2301202050,Ext Asse. Labor AIS,Male,Temporary / Contingent,13-04-2016,07-04-2017,01-10-1980,0,37,Terminated
60001696,Somersworth,US-NH-Somersworth-CT Tpol,2301258210,QC Inspection,Female,Temporary / Contingent,12-04-2016,13-03-2017,01-10-1980,0,37,Terminated
60001705,Somersworth,US-NH-Somersworth-CT Tpol,2301203030,BM Machine&Proctect,Male,Temporary / Contingent,06-04-2016,23-02-2017,01-10-1980,0,37,Terminated
60001708,Sumter,US-SC-Sumter-CTNA Prod,80680,Final Finishing,Female,Visual Inspector SMT-003,18-04-2016,21-08-2017,22-02-1978,1,39,Terminated
60001730,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12140,MV Pass/LT Bead Assm,Male,Winding/Apex Machine Operator MVN-207,11-04-2016,19-09-2017,06-06-1992,1,25,Terminated
60001749,Morganton,US-NC-Morganton-CAS Inc.,161158,Fin. Ably MK25E MOD7,unknown,Temporary / Contingent,29-01-2017,16-04-2017,,0,117,Terminated
60001751,Morganton,US-NC-Morganton-CAS Inc.,761175,EAS Production,unknown,Temporary / Contingent,14-04-2016,15-04-2017,,1,117,Terminated
60001758,Culpeper,US-VA-Culpeper-CAS Inc.,163407,WAREHOUSE Ship. CUL,Male,Material Handler,11-04-2016,11-06-2017,19-08-1996,1,21,Terminated
60001765,Fletcher,US-NC-Fletcher-CAS Inc.,1862301,MANUFACTURING ENG,Male,Manufacturing Engineer,04-04-2016,31-03-2017,26-09-1988,0,29,Terminated
60001773,Uvalde,US-TX-Uvalde-CTNA Prod,99502,HQ UVALDE OBJECTIVE,Male,Test Engineer,01-09-2011,31-03-2017,09-08-1984,5,33,Terminated
60001780,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12050,MV CVT  Processing,Male,Crew Member MVN-206,08-08-2016,22-04-2017,23-05-1984,0,33,Terminated
60001783,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12570,MV Shipping and Whse,Male,,18-04-2016,22-01-2017,04-02-1967,0,50,Terminated
60001795,Deer Park-CAS,US-IL-Deer Park-CAS Inc.,57-6206,I IC RD SP EE,Male,Principal Staff Electrical Engineer,18-04-2016,14-07-2017,23-02-1967,1,50,Terminated
60001796,Troy CA,US-MI-Troy-CAS Inc.,205-B994,I BS RD AS FSM,Male,Sr Staff Systems Engineer,18-04-2016,25-08-2017,16-10-1955,1,62,Terminated
60001798,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12170,MV Tire Assembly PLT,Male,Supervisor Production Lin,18-04-2016,07-06-2017,10-05-1988,1,29,Terminated
60001804,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,Male,Plating Operator,13-07-2016,05-05-2017,28-12-1969,0,47,Terminated
60001805,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,unknown,Temporary / Contingent,11-04-2016,04-05-2017,,1,117,Terminated
60001821,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,28-02-2017,25-03-2017,,0,117,Terminated
60001824,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,Male,Manufacturing Associate I,16-03-2017,05-04-2017,08-05-1995,0,22,Terminated
60001827,Seguin CAS,US-TX-Seguin-CAS Inc.,54-4362,COM Recv / Frt / Dut,unknown,Temporary / Contingent,07-03-2017,13-05-2017,,0,117,Terminated
60001829,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,12-04-2016,22-02-2017,,0,117,Terminated
60001831,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,12-04-2016,11-04-2017,,0,117,Terminated
60001833,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,Female,Manufacturing Associate I,30-01-2017,26-05-2017,15-09-1988,0,29,Terminated
60001836,Seguin CAS,US-TX-Seguin-CAS Inc.,54-4362,COM Recv / Frt / Dut,Male,Manufacturing Associate I,23-08-2016,07-04-2017,01-03-1981,0,36,Terminated
60001837,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,06-06-2017,08-06-2017,,0,117,Terminated
60001848,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12250,MV Pass/LT F.F.,Male,Rework/Repair Operator Final Finish MVN-,13-12-2016,16-01-2017,30-01-1988,0,29,Terminated
60001856,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,03-05-2016,07-05-2017,,1,117,Terminated
60001857,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,19-04-2016,01-01-2017,,0,117,Terminated
60001858,Seguin CAS,US-TX-Seguin-CAS Inc.,54-4362,COM Recv / Frt / Dut,unknown,Temporary / Contingent,13-12-2016,17-01-2017,,0,117,Terminated
60001861,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,19-04-2016,01-01-2017,,0,117,Terminated
60001871,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,19-04-2016,01-01-2017,,0,117,Terminated
60001887,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12250,MV Pass/LT F.F.,Male,,27-02-2017,04-04-2017,26-10-1980,0,37,Terminated
60001892,Fort Mill-PLT,US-SC-Fort Mill-CTNA Prod,999HR,HR Dummy-CoCd515 Emp,Female,Intern/Student Program - Non Technical,25-04-2016,01-01-2017,18-01-1993,0,24,Terminated
60001921,Somersworth,US-NH-Somersworth-CT Tpol,2301202050,Ext Asse. Labor AIS,Female,Assembler SOM-001,07-11-2016,06-06-2017,12-10-1989,0,28,Terminated
60001928,Sumter,US-SC-Sumter-CTNA Prod,70620,Extrusion,Male,Crew Member SMT-002,02-05-2016,05-06-2017,26-03-1994,1,23,Terminated
60001929,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,Male,Machine Operator,09-01-2017,16-08-2017,29-07-1987,0,30,Terminated
60001933,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,Male,Plating Operator,09-01-2017,24-04-2017,09-10-1982,0,35,Terminated
60001935,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,Male,Plating Operator,15-08-2016,18-07-2017,17-06-1978,0,39,Terminated
60001940,Sumter,US-SC-Sumter-CTNA Prod,70620,Extrusion,Male,Crew Member SMT-002,02-05-2016,13-02-2017,18-12-1995,0,21,Terminated
60001944,Sumter,US-SC-Sumter-CTNA Prod,80660,Tire Building,Male,Material Handler SMT-002,02-05-2016,02-04-2017,06-02-1979,0,38,Terminated
60001947,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12250,MV Pass/LT F.F.,Male,,29-04-2016,27-04-2017,21-01-1993,0,24,Terminated
60001956,Sumter,US-SC-Sumter-CTNA Prod,80680,Final Finishing,Female,Visual Inspector SMT-003,02-05-2016,25-05-2017,20-04-1979,1,38,Terminated
60001968,Chatham,CA-ON-Chatham-C Automotive,101-2785,P S&A Actuators R&D,Male,Intern/Student Program - Technical,01-05-2017,01-09-2017,30-05-1997,0,20,Terminated
60001979,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12240,MV Pass/LT Curing,Male,Rework/Repair Operator Final Finish MVN-,12-09-2016,23-08-2017,09-11-1991,0,25,Terminated
60001981,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12250,MV Pass/LT F.F.,Female,,02-05-2016,02-05-2017,12-01-1959,1,58,Terminated
60001988,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,Male,Manufacturing Associate I,02-05-2016,03-08-2017,12-08-1994,1,23,Terminated
60001996,AH-S.PT-Holding,US-MI-AH-South-CAS,205-P839,FEM Prototype Lab,Male,Intern/Student Program - Technical,02-05-2016,11-08-2017,07-05-1996,1,21,Terminated
60002019,Somersworth,US-NH-Somersworth-CT Tpol,2301203040,Weld-Perif/Frimo/KLN,Male,Operator SOM-006,12-09-2016,30-08-2017,19-10-1982,0,35,Terminated
60002021,Somersworth,US-NH-Somersworth-CT Tpol,2301202050,Ext Asse. Labor AIS,Male,Temporary / Contingent,26-04-2016,27-04-2017,26-04-2016,1,1,Terminated
60002031,Newport News,US-VA-Newport News-C Auto Sys,214-286,SCM - Warehouse,Male,Production Associate,06-05-2016,21-04-2017,22-02-1990,0,27,Terminated
60002043,Morganton,US-NC-Morganton-CAS Inc.,161150,Bracketing,unknown,,06-05-2016,07-05-2017,,1,117,Terminated
60002063,Somersworth,US-NH-Somersworth-CT Tpol,2301203030,BM Machine&Proctect,Male,Operator SOM-002,18-12-2016,06-05-2017,22-10-1982,0,35,Terminated
60002064,Fort Mill-CVT,US-SC-Fort Mill-CTNA Prod,999HR,HR Dummy-CoCd515 Emp,Female,Intern/Student Program - Non Technical,16-05-2016,16-06-2017,10-02-1986,1,31,Terminated
60002075,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,unknown,Temporary / Contingent,02-05-2016,01-02-2017,,0,117,Terminated
60002085,AH-North CAS,US-MI-AH-North-CAS Inc.,2264332,ADAS GSF Frontend Co,Male,Intern/Student Program - Technical,09-05-2016,27-04-2017,19-10-1994,0,23,Terminated
60002108,Fletcher,US-NC-Fletcher-CAS Inc.,1862301,MANUFACTURING ENG,Male,Intern/Student Program - Technical,09-05-2016,25-08-2017,15-09-1995,1,22,Terminated
60002111,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12250,MV Pass/LT F.F.,Female,Rework/Repair Operator Final Finish MVN-,11-05-2016,04-03-2017,01-05-1995,0,22,Terminated
60002120,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,Female,Assembler,09-05-2016,28-06-2017,18-07-1991,1,26,Terminated
60002123,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,Female,Manufacturing Support,09-05-2016,15-02-2017,12-03-1991,0,26,Terminated
60002132,Fort Mill-CVT,US-SC-Fort Mill-CTNA Prod,99624,HQ Concur,Male,Accounting Administrator,03-01-2017,07-04-2017,05-02-1994,0,23,Terminated
60002137,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,Male,Material Handler,09-05-2016,14-06-2017,13-08-1965,1,52,Terminated
60002152,Newport News,US-VA-Newport News-C Auto Sys,214-K066,XL3 Components,Male,Production Associate,13-05-2016,08-04-2017,22-08-1983,0,34,Terminated
60002156,Newport News,US-VA-Newport News-C Auto Sys,214-967,CR5 Mfg. DV,Male,Production Associate,13-05-2016,01-02-2017,06-05-1990,0,27,Terminated
60002157,Newport News,US-VA-Newport News-C Auto Sys,214-K057,XL3 Injector,Male,Cell Operate and Setup,13-05-2016,02-03-2017,06-10-1977,0,40,Terminated
60002161,Sumter,US-SC-Sumter-CTNA Prod,70630,Calendering,Male,Crew Member SMT-002,16-05-2016,01-06-2017,01-09-1963,1,54,Terminated
60002163,Sumter,US-SC-Sumter-CTNA Prod,80670,Curing,Male,Crew Member SMT-002,16-05-2016,20-01-2017,19-01-1992,0,25,Terminated
60002179,Sumter,US-SC-Sumter-CTNA Prod,80670,Curing,Male,Crew Member SMT-002,16-05-2016,14-09-2017,20-01-1992,1,25,Terminated
60002181,Sumter,US-SC-Sumter-CTNA Prod,80680,Final Finishing,Female,Visual Inspector SMT-003,16-05-2016,08-09-2017,24-08-1969,1,48,Terminated
60002183,Sumter,US-SC-Sumter-CTNA Prod,70610,Mixing,Female,Chemical Weighing Operator SMT-002,16-05-2016,27-04-2017,11-01-1989,0,28,Terminated
60002198,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12610,MV PLT Tire Reliabil,Male,Quality Technician II,16-05-2016,01-01-2017,21-06-1994,0,23,Terminated
60002220,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12720,MV Plant Engineering,Male,Intern/Student Program - Non Technical,15-05-2017,09-08-2017,24-03-1995,0,22,Terminated
60002229,Morganton,US-NC-Morganton-CAS Inc.,161159,Fin. Ably MK100 MOD9,unknown,Temporary / Contingent,16-05-2016,07-05-2017,,0,117,Terminated
60002233,Morganton,US-NC-Morganton-CAS Inc.,161159,Fin. Ably MK100 MOD9,unknown,Temporary / Contingent,03-02-2017,20-03-2017,,0,117,Terminated
60002234,Morganton,US-NC-Morganton-CAS Inc.,161159,Fin. Ably MK100 MOD9,unknown,,09-12-2016,07-05-2017,,0,117,Terminated
60002241,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12720,MV Plant Engineering,Female,Intern/Student Program - Non Technical,15-05-2017,31-08-2017,06-02-1997,0,20,Terminated
60002264,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,Female,Manufacturing Associate I,16-03-2017,18-09-2017,07-08-1962,0,55,Terminated
60002266,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,Male,Manufacturing Associate I,22-09-2016,28-06-2017,05-02-1997,0,20,Terminated
60002267,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,28-03-2017,18-04-2017,,0,117,Terminated
60002268,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,28-03-2017,31-03-2017,,0,117,Terminated
60002270,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,03-05-2016,20-03-2017,,0,117,Terminated
60002279,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12250,MV Pass/LT F.F.,Male,,18-05-2016,30-04-2017,14-02-1982,0,35,Terminated
60002293,Seguin CAS,US-TX-Seguin-CAS Inc.,54-0700,Bldg/Facility COMMON,unknown,Temporary / Contingent,14-06-2016,19-09-2017,,1,117,Terminated
60002296,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,23-05-2017,01-08-2017,,0,117,Terminated
60002297,Seguin CAS,US-TX-Seguin-CAS Inc.,54-0700,Bldg/Facility COMMON,unknown,Temporary / Contingent,10-05-2016,06-03-2017,,0,117,Terminated
60002309,Seguin CAS,US-TX-Seguin-CAS Inc.,54-0700,Bldg/Facility COMMON,unknown,Temporary / Contingent,10-05-2016,01-01-2017,,0,117,Terminated
60002312,AH-S.PT-Holding,US-MI-AH-South-CAS,205-J072,P FEM FM QM ABH,Female,Intern/Student Program - Technical,08-05-2017,18-08-2017,12-12-1996,0,20,Terminated
60002316,Morganton,US-NC-Morganton-CAS Inc.,161152,Prod. Wash MOR,unknown,Temporary / Contingent,18-05-2016,21-05-2017,,1,117,Terminated
60002321,Fletcher,US-NC-Fletcher-CAS Inc.,1862301,MANUFACTURING ENG,Male,Intern/Student Program - Technical,19-05-2016,12-05-2017,09-01-1995,0,22,Terminated
60002335,Morganton,US-NC-Morganton-CAS Inc.,161158,Fin. Ably MK25E MOD7,unknown,Temporary / Contingent,20-05-2016,17-02-2017,,0,117,Terminated
60002341,Somersworth,US-NH-Somersworth-CT Tpol,2301202050,Ext Asse. Labor AIS,Male,Temporary / Contingent,19-05-2016,17-05-2017,01-01-2016,0,1,Terminated
60002350,Fletcher,US-NC-Fletcher-CAS Inc.,1862301,MANUFACTURING ENG,Male,Intern/Student Program - Technical,19-05-2016,29-09-2017,18-06-1994,1,23,Terminated
60002361,Troy CA,US-MI-Troy-CAS Inc.,205-B878,I BS RD AS RCC1 LAB,Male,Engineer Technician IV,23-05-2016,10-02-2017,19-08-1989,0,28,Terminated
60002380,Seguin CAS,US-TX-Seguin-CAS Inc.,54-3520,Engr Tech Ops COMM,Male,Intern/Student Program - Technical,23-05-2016,18-08-2017,25-06-1997,1,20,Terminated
60002383,Seguin CAS,US-TX-Seguin-CAS Inc.,54-3000,Line Changes/Improv,Male,Intern/Student Program - Technical,23-05-2016,11-08-2017,22-04-1997,1,20,Terminated
60002386,Seguin CAS,US-TX-Seguin-CAS Inc.,54-3070,Mfg Engr-NPL / SPECS,Female,Intern/Student Program - Technical,23-05-2016,18-08-2017,28-05-1993,1,24,Terminated
60002397,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,Male,Supervisor Production Area,19-05-2016,29-08-2017,15-06-1978,1,39,Terminated
60002405,AH-North CAS,US-MI-AH-North-CAS Inc.,1764460,CES - Chassis,Male,Intern/Student Program - Technical,23-05-2016,25-08-2017,22-03-1997,1,20,Terminated
60002413,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,17-01-2017,10-03-2017,,0,117,Terminated
60002427,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,Male,Machine Setter,19-05-2016,21-06-2017,17-11-1980,1,36,Terminated
60002431,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12650,MV QA Lab,Female,Lab Technician II,17-10-2016,23-03-2017,03-07-1993,0,24,Terminated
60002433,AH-Harmon CT,US-MI-AH-Harmon-CTNA Prod,99522,HQ GM OE Qualificati,Male,Associate Development Engineer,06-06-2016,11-08-2017,05-07-1992,1,25,Terminated
60002437,Fletcher,US-NC-Fletcher-CAS Inc.,1862395,Human Resources,Female,Intern/Student Program - Technical,19-05-2016,08-09-2017,12-12-1994,1,22,Terminated
60002444,Morganton,US-NC-Morganton-CAS Inc.,761175,EAS Production,unknown,Temporary / Contingent,24-05-2016,20-01-2017,,0,117,Terminated
60002445,Morganton,US-NC-Morganton-CAS Inc.,161159,Fin. Ably MK100 MOD9,unknown,Temporary / Contingent,24-05-2016,22-05-2017,,0,117,Terminated
60002446,Morganton,US-NC-Morganton-CAS Inc.,161157,Fin. Ably MK25E MOD6,unknown,,25-05-2016,09-01-2017,,0,117,Terminated
60002456,Somersworth,US-NH-Somersworth-CT Tpol,2301202060,Ext Ass Mat Handler,unknown,Temporary / Contingent,27-05-2016,05-05-2017,27-03-1994,0,23,Terminated
60002468,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,Male,Material Handler,28-06-2017,27-09-2017,05-02-1976,0,41,Terminated
60002481,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12250,MV Pass/LT F.F.,Female,Inspector I,06-02-2017,08-02-2017,20-11-1986,0,30,Terminated
60002482,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12570,MV Shipping and Whse,Male,,31-05-2016,31-01-2017,20-12-1987,0,29,Terminated
60002484,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12570,MV Shipping and Whse,Male,,31-05-2016,20-02-2017,03-03-1975,0,42,Terminated
60002485,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,22060,MV CF Tire Assem PLT,Male,Tire Builder Operator MVN-222,12-09-2016,08-02-2017,05-01-1981,0,36,Terminated
60002497,Morganton,US-NC-Morganton-CAS Inc.,161159,Fin. Ably MK100 MOD9,unknown,Temporary / Contingent,01-06-2016,02-06-2017,,1,117,Terminated
60002498,Morganton,US-NC-Morganton-CAS Inc.,161150,Bracketing,unknown,Temporary / Contingent,31-05-2016,03-06-2017,,1,117,Terminated
60002502,Seguin CAS,US-TX-Seguin-CAS Inc.,54-4362,COM Recv / Frt / Dut,unknown,Temporary / Contingent,24-05-2016,02-01-2017,,0,117,Terminated
60002509,Seguin CAS,US-TX-Seguin-CAS Inc.,54-4362,COM Recv / Frt / Dut,unknown,Temporary / Contingent,24-05-2016,20-03-2017,,0,117,Terminated
60002510,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,24-05-2016,09-06-2017,,1,117,Terminated
60002513,AH-S.CA-Inc.,US-MI-AH-South-CAS,205-A929,AQL Valid Eng HC,Male,Intern/Student Program - Technical,31-05-2016,31-05-2017,09-11-1995,1,21,Terminated
60002517,AH-North CAS,US-MI-AH-North-CAS Inc.,2264334,ADAS ASDCS,Male,Intern/Student Program - Technical,31-05-2016,01-09-2017,18-03-1997,1,20,Terminated
60002522,D.-Comm-Holding,US-MI-Dearborn-CAS,219-Q032,HEV EC TE Test,Female,Intern/Student Program - Technical,31-05-2016,11-05-2017,19-04-1994,0,23,Terminated
60002525,Morganton,US-NC-Morganton-CAS Inc.,161157,Fin. Ably MK25E MOD6,unknown,Temporary / Contingent,01-06-2016,27-04-2017,,0,117,Terminated
60002528,Seguin CAS,US-TX-Seguin-CAS Inc.,54-0700,Bldg/Facility COMMON,Male,Intern/Student Program - Technical,01-06-2016,15-08-2017,06-10-1994,1,23,Terminated
60002529,Fort Mill-CVT,US-SC-Fort Mill-CTNA Prod,99652,HQ HR Services & Sys,Female,Intern/Student Program - Non Technical,06-06-2016,13-01-2017,01-01-1990,0,27,Terminated
60002553,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12260,MV PII Truck Curing,Male,Press Operator MVN-215,23-01-2017,26-04-2017,15-04-1997,0,20,Terminated
60002555,Culpeper,US-VA-Culpeper-CAS Inc.,163144,MKxxE Machining,Female,Temporary / Contingent,02-06-2016,22-05-2017,06-09-1958,0,59,Terminated
60002574,AH-North CAS,US-MI-AH-North-CAS Inc.,1364475,OSIS Project Mgmt,Male,Sr Staff Project Engineer,06-06-2016,28-06-2017,26-03-1975,1,42,Terminated
60002615,AH-North CAS,US-MI-AH-North-CAS Inc.,ADAS-2264,ADAS Billout Lindau,Female,Controlling Associate,01-06-2016,31-01-2017,27-06-1990,0,27,Terminated
60002630,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,12570,MV Shipping and Whse,Male,Material Handler MVN-002,06-06-2016,09-02-2017,21-07-1982,0,35,Terminated
60002643,Sumter,US-SC-Sumter-CTNA Prod,80675,Mold Shop,Male,Set Up Technician SMT-008,13-06-2016,06-01-2017,11-01-1966,0,51,Terminated
60002652,Culpeper,US-VA-Culpeper-CAS Inc.,,,Male,,20-03-2017,26-09-2017,27-06-1975,0,42,Terminated
60002658,Sumter,US-SC-Sumter-CTNA Prod,80660,Tire Building,Male,Tire Builder Operator SMT-004,13-06-2016,30-08-2017,07-01-1967,1,50,Terminated
60002659,Sumter,US-SC-Sumter-CTNA Prod,80640,Cutting,Male,Cutting/Slitting Machine Operator SMT-00,13-06-2016,03-01-2017,30-04-1983,0,34,Terminated
60002660,Sumter,US-SC-Sumter-CTNA Prod,80660,Tire Building,Male,Tire Builder Operator SMT-004,13-06-2016,24-04-2017,05-07-1983,0,34,Terminated
60002710,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,09-05-2017,02-08-2017,,0,117,Terminated
60002713,Mt Vernon,US-IL-Mount Vernon-CTNA Prod,22060,MV CF Tire Assem PLT,Male,Tire Builder Operator MVN-222,25-07-2016,13-10-2017,26-09-1974,1,43,Terminated
60002737,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,Male,Machine Setter,07-06-2016,04-10-2017,15-09-1970,1,47,Terminated
60002742,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,unknown,Temporary / Contingent,09-06-2016,05-02-2017,,0,117,Terminated
60002751,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,Male,Machine Operator,10-10-2016,08-06-2017,03-12-1970,0,46,Terminated
60002752,Fletcher,US-NC-Fletcher-CAS Inc.,1862177,PRODUCTION ADMIN,unknown,Temporary / Contingent,09-06-2016,30-01-2017,,0,117,Terminated
60002771,AH-North CAS,US-MI-AH-North-CAS Inc.,564461,S&T SA Vehicle Test,Male,Intern/Student Program - Technical,13-06-2016,25-08-2017,01-01-1996,1,21,Terminated
60002773,Morganton,US-NC-Morganton-CAS Inc.,161159,Fin. Ably MK100 MOD9,unknown,,15-06-2016,16-06-2017,,1,117,Terminated
60002783,Seguin CAS,US-TX-Seguin-CAS Inc.,54-1202,Prodn Line Cost Coll,unknown,Temporary / Contingent,25-07-2017,10-10-2017,,0,117,Terminated
60002792,Morganton,US-NC-Morganton-CAS Inc.,161159,Fin. Ably MK100 MOD9,Male,Maintenance Apprentice,13-06-2016,21-08-2017,15-04-1998,1,19,Terminated
